ID,Solutionlist,Savedsolutions,Savedobjectives,parametername,parameterbounds,objectivebounds,objectivename,parameter_timestamp,objective_timestamp,prolific_ID,saved_timestamp,objectiveminmax,ismanual,taskdescription,chosen_solution,start_timestamp,tutorial,randomizerstatus,pass,tutorial_timestamp
751,"""""","""""","""""","""""","""""","""""","""""","""""","""""",60d44b05e04159720561bde2,"""""","""""",0,"""""","""""","""2024-10-02 17:01:08""","""1""",1,0,"""2024-10-02 17:06:17"""
752,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5f4ff7dc984fc8144644dc17,"""""","""""",1,"""""","""""","""2024-10-02 18:30:37""","""1""",2,3,""""""
753,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6672d9e7c2b0729e9a3fd174,"""""","""""",0,"""""","""""","""2024-10-02 17:00:31""","""1""",1,3,"""2024-10-02 17:06:42"""
754,"""100,8,400,20,900,60,790,20,1000,140,600,10,200,10,870,70,590,10,250,15,730,50""","""100,8,400,20,900,60,790,20,1000,140,600,10,200,10,870,70,590,10,250,15,730,50""","""70,1,100,10,700,80,470,50,990,95,400,30,80,10,900,88,350,50,700,30,850,55""","""Intake of calories/kcal,Intake of protein/gram""","""1,1000,1,150""","""1,1000,1,100""","""Nutrients,Cost/Euro""","""""","""2024-10-02 17:10:39""",6683a5d855071aceacc9bb01,"""2024-10-02 17:16:05""","""maximize,minimize""",1,"""""","""4""","""2024-10-02 17:00:22""","""1""",2,3,"""2024-10-02 17:05:19"""
755,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66be6ac315e6f5d926772a65,"""""","""""",1,"""""","""""","""2024-10-02 17:01:30""","""1""",1,0,"""2024-10-02 17:12:46"""
756,"""6,1,56,18,88,10,38,13,45,8,95,11,21,4,67,5,60,8,80,2,87,4,82,3,1,1""","""6,1,56,18,88,10,38,13,45,8,95,11,21,4,67,5,60,8,87,4,82,3""","""100,100,10,100,50,100,80,30,90,90,10,80,30,5,100,100,80,100,50,100,40,80""","""Food/Calories,Cost/Pounds""","""1,100,1,20""","""10,100,1,100""","""Taste,Health""","""""","""2024-10-02 17:15:25""",655e09fc282e4139c82f834a,"""2024-10-02 17:21:44""","""maximize,maximize""",0,"""""","""0""","""2024-10-02 17:01:30""","""1""",2,3,"""2024-10-02 17:09:46"""
757,"""25,25,1800,1.2,20,25,1700,1.2,15,30,1500,1.5,15,20,1400,1.5,20,20,1500,1.5,15,25,1450,1,28,30,1950,1.5,25,30,1700,1,30,30,1800,1,16,30,1450,1.5,22,30,1750,1.5,17,30,1480,1.5,22,25,1650,1,16,30,1450,1,17,30,1480,1,19,30,1490,1,29,30,1950,1.5,24,30,1780,1.5""","""25,25,1800,1.2,20,25,1700,1.2,15,30,1500,1.5,15,20,1400,1.5,20,20,1500,1.5,15,25,1450,1,28,30,1950,1.5,25,30,1700,1,30,30,1800,1,16,30,1450,1.5,22,30,1750,1.5,17,30,1480,1.5,22,25,1650,1,16,30,1450,1,17,30,1480,1,19,30,1490,1,29,30,1950,1.5,24,30,1780,1.5""","""3,150,5,200,8,250,10,300,7,200,9,250,3,150,5,200,4,150,9,270,5,150,8,250,6,210,9,280,9,270,9,260,2,110,4,190""","""fat/%,dietary fiber/g,kcal,proteins/g/kg""","""15,30,20,30,1400,2000,1,1.5""","""2,10,100,300""","""weight loss/kg,caloric deficit/kcal/week""","""""","""2024-10-02 17:32:57""",5a77529ff49c9a0001f2fdbd,"""2024-10-02 17:48:12""","""maximize,maximize""",1,"""""","""""","""2024-10-02 17:16:23""","""2""",1,3,"""2024-10-02 17:12:22"""
758,"""""","""""","""""","""""","""""","""""","""""","""""","""""",61656042f505fd7fa53e8628,"""""","""""",0,"""""","""""","""2024-10-02 17:00:13""","""1""",2,3,""""""
759,"""""","""""","""""","""Calorie intake ,protein consumption""","""1500,2500,50,150""","""0.5,1.5,18.5,25""","""wait loss,body mass index""","""""","""2024-10-02 17:27:47""",659fd1389d94cbd1108b5d9e,"""""","""minimize,minimize""",0,"""""","""""","""2024-10-02 17:01:01""","""1""",1,3,"""2024-10-02 17:26:43"""
760,"""1750,1,2000,2,2400,3,1700,1,1900,1,1800,1,1750,2,2300,2,1900,3,2200,1""","""1750,1,2000,2,2400,3,1700,1,1900,1,1800,1,1750,2,2300,2,1900,3,2200,1""","""4,8,6,4,5,6,4,3,3,7,5,5,6,2,4,7,6,2,4,8""","""calories/kcal,exercises/h/day""","""1500,2500,0,3""","""1,6,1,10""","""weight loss /kg/month,health""","""""","""2024-10-02 17:32:01""",66913f5de0b10efeacb0f31b,"""2024-10-02 17:40:22""","""maximize,maximize""",1,"""""","""9""","""2024-10-02 17:00:50""","""1""",2,3,"""2024-10-02 17:14:17"""
761,"""2000,2050,2250,2300,2100,2299""","""2000,2050,2250,2300,2100,2299""","""118,10,120,15,118,10,118,10,120,12,125,20""","""Calories/kcal""","""2000,2300""","""118,130,10,30""","""Weight/lbs,Cost/gbp""","""""","""2024-10-02 17:17:15""",667178d77f8b6ed980c256ff,"""2024-10-02 17:20:43""","""minimize,minimize""",1,"""""","""2""","""2024-10-02 17:00:39""","""1""",1,3,"""2024-10-02 17:08:18"""
762,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66460afde523cb562c7163ff,"""""","""""",0,"""""","""""","""2024-10-02 17:00:40""","""1""",2,0,"""2024-10-02 17:26:39"""
763,"""""","""""","""""","""""","""""","""""","""""","""""","""""",614d9e7f0ec50e3fc7881993,"""""","""""",0,"""""","""""","""2024-10-02 17:02:52""","""1""",1,0,"""2024-10-02 17:17:25"""
764,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6495ce0d2893925ebc28783f,"""""","""""",1,"""""","""""","""2024-10-02 17:00:43""","""1""",2,0,"""2024-10-02 17:01:51"""
765,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63bed6e176fba857a47fbaff,"""""","""""",0,"""""","""""","""2024-10-02 17:02:55""","""1""",1,0,"""2024-10-02 17:07:43"""
766,"""""","""""","""""","""""","""""","""""","""""","""""","""""",664b7ccb73885d9432d06796,"""""","""""",1,"""""","""""","""2024-10-02 17:02:31""","""1""",2,0,"""2024-10-02 17:17:41"""
767,"""""","""""","""""","""""","""""","""""","""""","""""","""""",63ee65e3470c23cb401ca89a,"""""","""""",1,"""""","""""","""2024-10-02 17:06:14""","""1""",1,3,"""2024-10-02 17:19:18"""
768,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66be4fb818ab6293bf7328ac,"""""","""""",0,"""""","""""","""2024-10-02 17:01:24""","""1""",2,0,"""2024-10-02 17:19:43"""
769,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5b421b9ac2e3810001763252,"""""","""""",0,"""""","""""","""2024-10-02 17:01:43""","""1""",1,3,"""2024-10-02 17:06:21"""
770,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5a233b327413810001521d8b,"""""","""""",1,"""""","""""","""2024-10-02 17:01:58""","""1""",2,0,"""2024-10-02 17:10:44"""
771,"""""","""""","""""","""""","""""","""""","""""","""""","""""",605b838b80f022835fc293fb,"""""","""""",1,"""""","""""","""2024-10-02 17:02:38""","""1""",1,0,"""2024-10-02 17:15:52"""
772,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6679c301222a09be1780b5f3,"""""","""""",0,"""""","""""","""2024-10-02 17:01:01""","""1""",2,0,"""2024-10-02 17:05:52"""
773,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5d3873197860c8001a106e02,"""""","""""",1,"""""","""""","""2024-10-02 17:00:40""","""1""",1,0,"""2024-10-02 17:05:06"""
774,"""""","""""","""""","""""","""""","""""","""""","""""","""""",58da74c7f94de20001fbd4af,"""""","""""",0,"""""","""""","""2024-10-02 17:00:51""","""1""",2,0,"""2024-10-02 17:12:47"""
775,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6648adee7d29687acc3a0912,"""""","""""",1,"""""","""""","""2024-10-02 17:12:35""","""1""",1,0,"""2024-10-02 17:17:12"""
776,"""8,31,37,72,47,6,23,91,17,19,40,78,41,100,43,100,50,92,39,95,44,14,26,12,48,17,49,3,6,44,16,13,26,9,3,27,43,11,10,31,49,77,39,93,50,100,50,100""","""8,31,37,72,47,6,23,91,17,19,40,78,41,100,43,100,50,92,49,77,39,93,50,100""","""20,70,60,32,30,70,85,20,20,75,80,5,100,0,100,0,90,3,60,11,87,13,100,0""","""Lose Weight/Pounds,Eat Healthy/Healthiness""","""1,50,0,100""","""0,100,0,100""","""Optimize Diet/Healthiness,Hinder Diet/Healthiness""","""""","""2024-10-02 17:10:09""",666af621e0cefa7dc393bbc5,"""2024-10-02 17:14:43""","""maximize,minimize""",0,"""""","""11""","""2024-10-02 17:05:44""","""2""",2,3,"""2024-10-02 17:04:34"""
777,"""3,11,2,49,1,18,2,31,2,21,1,32,3,1,3,17,3,13,3,12,3,49,3,27,3,8""","""3,11,2,49,1,18,2,31,2,21,1,32,3,1,3,17,3,13,3,12,3,49""","""2,1,3,2,5,4,3,5,7,4,8,2,2,5,1,2,2,1,1,2,2,3""","""Meals per day/Kg,Weight lost per day/Kg""","""1,3,1,50""","""1,10,1,5""","""Meal cost/Kg/euro,Weight gained/Kg""","""""","""2024-10-02 17:56:03""",60bbc368a316ee5421a1153b,"""2024-10-02 18:06:25""","""minimize,minimize""",0,"""""","""7""","""2024-10-02 17:29:38""","""2""",1,3,"""2024-10-02 17:21:40"""
778,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66d90843d3d339e95d52615d,"""""","""""",1,"""""","""""","""2024-10-02 17:01:31""","""1""",2,0,"""2024-10-02 17:08:18"""
779,"""54,1453,52,1089,51,1340,53,1210,53,1257,51,1138,53,1355,55,1085,55,1064,55,1074,54,1069,54,1077,52,1367,52,1372,53,1059,53,1068,53,1068,53,1068,53,1070,53,1072""","""54,1453,52,1089,51,1340,53,1210,53,1257,51,1138,55,1085,55,1064,54,1069,52,1367,53,1059,53,1068,53,1068,53,1068,53,1070""","""300,250,400,200,150,380,230,240,320,440,210,490,330,110,260""","""weight,kkal""","""50,55,1000,1500""","""100,500""","""cost""","""""","""2024-10-02 17:19:33""",66ce94b99756c6b49646fbae,"""2024-10-02 17:28:23""","""minimize""",0,"""""","""""","""2024-10-02 17:14:11""","""2""",1,3,"""2024-10-02 17:04:36"""
780,"""""","""""","""""","""""","""""","""""","""""","""""","""""",65fb30088450114324b46d56,"""""","""""",1,"""""","""""","""2024-10-02 17:02:24""","""1""",2,3,"""2024-10-02 17:11:17"""
781,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66465c850d9a3e177f2649fa,"""""","""""",0,"""""","""""","""2024-10-02 17:01:20""","""1""",1,3,""""""
782,"""90,1700,110,1900,90,1700,80,1600,70,1500,85,1650,75,1800,65,1600,70,1500,80,1700""","""90,1700,110,1900,90,1700,80,1600,70,1500,85,1650,75,1800,65,1600,70,1500,80,1700""","""4,3,4,5,3,3,3.5,2,4,5,4,2,4,3,4,5,4,2,4,2""","""protein take per day/mg,calories consumed per day/kal""","""60,120,1400,2000""","""2,6,1,6""","""food cost efficiency per day/euro,exercise hours/hours""","""""","""2024-10-02 17:25:44""",60783c9fc85e24b9cca661cd,"""2024-10-02 17:54:36""","""maximize,maximize""",1,"""""","""1""","""2024-10-02 17:18:34""","""2""",2,3,"""2024-10-02 17:08:25"""
783,"""""","""""","""""","""""","""""","""""","""""","""""","""""",65fae100799d1709bde8fa27,"""""","""""",0,"""""","""""","""2024-10-02 17:02:58""","""1""",1,0,"""2024-10-02 17:19:22"""
784,"""1900,29,1500,28,1750,27,1950,27.6,1550,30,1685,29,1650,29.5,2000,30,1845,26,1900,29,1895,26.2,1642,25""","""1900,29,1500,28,1750,27,1950,27.6,1550,30,1685,29,1650,29.5,2000,30,1845,26,1900,29,1895,26.2,1642,25""","""1,3,9,9,4,6,3,6,9,9.5,7,6,10,7,7,8,4,5,7,5,4,2,2,4""","""Caloric intake/kcal,Fiber intake/grams""","""1500,2000,25,30""","""1,10,1,10""","""Weight loss/kg,Energy level""","""""","""2024-10-02 17:35:24""",65523123662559399b1aa48a,"""2024-10-02 17:43:41""","""minimize,maximize""",1,"""""","""7""","""2024-10-02 17:20:22""","""2""",2,3,"""2024-10-02 17:13:31"""
785,"""3,5,2,5,2,3,1,3,1,3,1,3,3,5,2,5,3,3,1,3,3,5,2,5,2,4,1.5,4,3,5,2,5,1,3,1,3,1,3,1,3,1,5,1,5,3,3,2,3,3,5,2,5,3,5,2,5,1,3,1,3,3,5,2,5,2,4,1.5,4,2,4,1.5,4""","""3,5,2,5,2,3,1,3,1,3,1,3,3,5,2,5,3,3,1,3,3,5,2,5,2,4,1.5,4,3,5,2,5,1,3,1,3,1,3,1,3,1,5,1,5,3,3,2,3,3,5,2,5,3,5,2,5,1,3,1,3,3,5,2,5,2,4,1.5,4,2,4,1.5,4""","""75,250,70,150,60,50,60,50,60,20,75,100,65,200,60,300,75,270,70,100,60,150,60,20,75,300,60,10,75,300,60,10,65,50,75,300""","""water/L,fruit,protein/kg,Veg""","""1,3,3,5,1,2,3,5""","""60,75,1,300""","""weight/kg,cost/$""","""""","""2024-10-02 17:44:21""",663f7e9722b46545f3ff70a7,"""2024-10-02 18:04:58""","""minimize,minimize""",1,"""""","""13""","""2024-10-02 17:02:29""","""1""",1,3,"""2024-10-02 17:13:04"""
786,"""""","""""","""""","""""","""""","""""","""""","""""","""""",665ebaafa853c07151c3d120,"""""","""""",0,"""""","""""","""2024-10-02 17:16:24""","""1""",2,0,"""2024-10-02 17:25:23"""
787,"""""","""""","""""","""""","""""","""""","""""","""""","""""",668947f0d94a100faf641b3d,"""""","""""",0,"""""","""""","""2024-10-02 17:01:58""","""1""",1,0,"""2024-10-02 17:07:15"""
788,"""""","""""","""""","""""","""""","""""","""""","""""","""""",669d0a949c7863cefe2043bf,"""""","""""",1,"""""","""""","""2024-10-02 17:01:54""","""1""",2,0,"""2024-10-02 17:11:40"""
789,"""1000,3000,1500,2000,2800,2300""","""1000,3000,1500,2000,2800,2300""","""1,3,1.5,2,2.8,2.3""","""Calorie Intake/Cal""","""1,3000""","""1,200""","""Weight Lost/Kg""","""""","""2024-10-02 17:22:50""",66734309107a9d331f77fd8a,"""2024-10-02 17:27:48""","""minimize""",1,"""""","""""","""2024-10-02 17:02:23""","""1""",1,3,"""2024-10-02 17:11:56"""
790,"""22,1314,6,1150,9,1415,25,1113,28,1459,14,1013,4,1442,26,1069,16,1059,29,1085,3,1471,3,1496,5,1000,4,1017,3,1032""","""22,1314,6,1150,9,1415,25,1113,28,1459,14,1013,29,1085,3,1471,3,1496,5,1000,4,1017""","""3,1250,2,1250,2,1000,3,1100,2,1150,2,1125,3,1000,2,1100,2,1250,3,1125,2,1050""","""Low carbohydrates /gr,optimum calories""","""1,30,1000,1500""","""2,3,1000,1250""","""lowest carbohydrate content,closest to optimal ""","""""","""2024-10-02 17:29:29""",66da38dc1d5b9365584508ca,"""2024-10-02 17:40:35""","""minimize,minimize""",0,"""""","""""","""2024-10-02 17:04:21""","""1""",2,3,"""2024-10-02 17:16:05"""
791,"""2000,2,1500,1,1600,1,1700,2,1800,2,1900,2,1550,1.5,1650,1.5,1950,3,1990,1""","""2000,2,1500,1,1600,1,1700,2,1800,2,1900,2,1550,1.5,1650,1.5,1950,3,1990,1""","""3,500,4,500,4,600,4,600,4,600,4,650,4,550,4.5,550,6,650,6,500""","""Calory intake/kcals,exercise time/hours/day""","""1500,2000,1,3""","""3,6,500,700""","""loose weight/kg/month,stay in budget/£/month""","""""","""2024-10-02 17:19:19""",6500749509b2c2afb6e3a40c,"""2024-10-02 17:32:05""","""minimize,minimize""",1,"""""","""""","""2024-10-02 17:03:28""","""1""",1,3,"""2024-10-02 17:11:15"""
792,"""""","""""","""""","""""","""""","""""","""""","""""","""""",616a593422674254bdf13f77,"""""","""""",0,"""""","""""","""2024-10-02 17:05:57""","""1""",2,0,"""2024-10-02 17:15:37"""
793,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66c5f2fbc0174307c50f7b81,"""""","""""",1,"""""","""""","""2024-10-02 17:03:53""","""1""",1,3,""""""
794,"""2169,3,1696,2,1770,3,2365,2,2451,3,1915,2,1500,1,1524,1,1932,1,1500,1,1500,4""","""2169,3,1696,2,1770,3,2365,2,2451,3,1915,2,1500,1,1524,1,1932,1,1500,1""","""0.2,600,0.3,700,0.25,600,0.2,500,0.2,600,0.25,500,0.5,700,0.4,600,0.25,600,0.5,500""","""Caloric Intake/kcal,Hydration/L""","""1500,2500,1,4""","""0.2,1,500,1000""","""Weight loss/kg,Energy expenditure/kcal""","""""","""2024-10-02 17:26:10""",66c3430557d8a9485054e79d,"""2024-10-02 17:31:43""","""maximize,minimize""",0,"""""","""""","""2024-10-02 17:13:47""","""2""",2,3,"""2024-10-02 17:10:42"""
795,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66759813aab450e6b1fd3452,"""""","""""",0,"""""","""""","""2024-10-02 17:15:14""","""1""",1,0,"""2024-10-02 17:21:48"""
796,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6481e7756969fcd48ea9c634,"""""","""""",1,"""""","""""","""2024-10-02 17:04:56""","""1""",2,0,"""2024-10-02 17:18:03"""
797,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66bd63193bedc4e83a4ff056,"""""","""""",1,"""""","""""","""2024-10-02 17:02:09""","""1""",1,0,"""2024-10-02 17:06:47"""
798,"""2413,120,1613,52,1520,136,1857,91,2170,139,1207,83,1427,106,2333,64,2274,65,1876,62,2440,67,2462,53,1324,94,1594,63,1854,59,1261,77,2316,61,1426,81,2471,127,2024,139,1200,104,2500,83,2471,127,2125,123,1285,130,1500,64,1605,97,1539,94,2090,92""","""2413,120,1613,52,1520,136,1857,91,2170,139,1207,83,2333,64,2024,139,1200,104,1539,94""","""2,40,1,35,2,40,2,40,2,40,2,40,2,40,2,40,2,40,1,40""","""Daily Caloric Intake,Protein Intake""","""1200,2500,50,150""","""1,2,30,40""","""Weight Loss,Nutritional Balance""","""""","""2024-10-02 17:17:41""",667d2975c15bb61674cbc00b,"""2024-10-02 17:23:33""","""maximize,maximize""",0,"""""","""0""","""2024-10-02 17:04:11""","""1""",2,3,"""2024-10-02 17:10:19"""
799,"""7,45,5,40,9,48,6,42,8,46,4,25,4,45,9,48,8,50,10,50""","""7,45,5,40,9,48,6,42,8,46,4,25,4,45,9,48,8,50,10,50""","""65,3,55,2,75,4,80,3,86,4,85,2,88,4,95,2,50,4,100,4""","""Diet Plan,Optimal Diet/kg""","""1,10,10,50""","""1,500,1,4""","""Diet Plan/kg,Optimal Deit/week""","""""","""2024-10-02 17:37:47""",5fa0091ec747500252d2891f,"""2024-10-02 17:45:22""","""maximize,minimize""",1,"""""","""9""","""2024-10-02 17:25:06""","""2""",1,3,"""2024-10-02 17:19:16"""
800,"""2179,67,2537,24,2743,72,1634,18,1778,83,2891,9,2317,90,2242,89,1500,60,2420,70,1996,61,1500,90,2821,90""","""2179,67,2537,24,2743,72,1634,18,1778,83,2891,9,2317,90,2242,89,1500,60,2420,70,1996,61,1500,90""","""7,0,0,1,0,0,0,0,0,0,5,4,5,1,0,0,14,4,0,0,0,0,1,1,6,1,0,0,7,1,0,0,16,4,0,0,1,0,0,0,9,1,0,0,20,8,0,0""","""Calorie Intake/kCal,Duration of the diet/Days""","""1500,3000,1,90""","""0,20,0,20,0,20,0,20""","""Weight lost/kg,Muscle lost/kg,Weight gained/kg,Muscle gained/kg""","""""","""2024-10-02 17:33:22""",660678406bba1ade08345803,"""2024-10-02 17:39:35""","""maximize,minimize,minimize,maximize""",0,"""""","""10""","""2024-10-02 17:10:51""","""2""",2,3,"""2024-10-02 17:06:35"""
801,"""1000,5,150,1,250,5,300,4,650,5,250,4,250,5,400,4,800,3,300,2""","""1000,5,150,1,250,5,300,4,650,5,250,4,250,5,400,4,800,3,300,2""","""0,0,10,0,3,7,5,7,2,4,4,8,6,6,2,4,1,3,7,4""","""food intake/calories,frequency of intake/times per day""","""150,1000,1,5""","""0,10,0,10""","""Weight loss/kg,Healthy""","""""","""2024-10-02 17:45:15""",612376826a580ca0368bb19f,"""2024-10-02 17:50:22""","""maximize,maximize""",1,"""""","""6""","""2024-10-02 17:24:36""","""2""",1,3,"""2024-10-02 17:21:38"""
802,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6564a9c223d01390396162b9,"""""","""""",0,"""""","""""","""2024-10-02 17:02:36""","""1""",2,3,"""2024-10-02 17:24:54"""
803,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66d467b96245ae7aed624dd4,"""""","""""",0,"""""","""""","""2024-10-02 17:04:18""","""1""",1,3,""""""
804,"""1,1000,2,900,3,800,3,700,5,500,10,100,9,200,5,500,4,400,6,600""","""1,1000,2,900,3,800,3,700,5,500,10,100,9,200,5,500,4,400,6,600""","""100,10,10,9,5,1,1,2,4,3""","""Cost/Dollars,Calories/kcals""","""1,10,100,1000""","""1,100""","""Feeling Good while losing weight/happiness scale""","""""","""2024-10-02 17:48:39""",581e0aee4182b600017307ea,"""2024-10-02 17:54:04""","""maximize""",1,"""""","""""","""2024-10-02 17:38:35""","""2""",2,3,"""2024-10-02 17:41:06"""
805,"""1200,100,1400,1000,2000,3000,6000,100,3500,1200,8000,4500,1200,4000,8000,100,7500,2500,7000,3000""","""1200,100,1400,1000,2000,3000,6000,100,3500,1200,8000,4500,1200,4000,8000,100,7500,2500,7000,3000""","""200,6.4,180,6,180,6,200,6.3,180,5.9,199,6.4,170,4.7,200,6.4,160,6,185,6.1""","""food intake/calories,exercise/calories""","""1200,10000,50,5000""","""150,200,4.5,6.4""","""weight/pounds,health/blood sugar mcg""","""""","""2024-10-02 17:13:29""",668742836c471dcf953ddeb3,"""2024-10-02 17:20:30""","""minimize,minimize""",1,"""""","""6""","""2024-10-02 17:02:34""","""1""",1,3,"""2024-10-02 17:05:07"""
806,"""2456,34,3778,80,4478,59,1788,105,1052,64,4744,111,1161,35,4486,42,3080,41,4815,45,4882,33,1381,70,1181,66,1000,32,1000,30,2212,42,3012,38,1187,54,4435,40,1000,40,1695,57,4911,100,3535,110,1000,40""","""2456,34,3778,80,4478,59,1788,105,1052,64,4744,111,1381,70,1181,66,1000,32,4435,40,3535,110""","""1,0.3,1.5,1.2,1.8,1,0.6,1.7,0.15,1,1.85,1.8,0.4,1.2,0.1,1.1,0.1,0.15,1.8,0.2,1.4,1.8""","""Daily calories intake/calories,Daily exercise duration/minutes""","""1000,5000,30,120""","""0.1,2,0.1,2""","""Weight gain per week/kilograms,Weight loss per week/kilograms""","""""","""2024-10-02 17:25:56""",65a3f4da297bacfcc92dead2,"""2024-10-02 17:36:06""","""minimize,minimize""",0,"""""","""""","""2024-10-02 17:03:09""","""1""",2,3,"""2024-10-02 17:06:19"""
807,"""124,1,60,2,96,1,132,2,149,1,84,1,76,1,137,1,102,1,145,1,147,1,60,1,52,1,50,1,50,1,80,1,100,1,55,1,50,1""","""124,1,60,2,96,1,132,2,149,1,84,1,60,1,52,1,50,1,55,1""","""50,2350,150,2000,150,1800,50,2350,10,2400,150,1700,200,1600,250,1600,250,1600,245,1650""","""Carbs/grams,Protein/grams""","""50,150,1.2,1.7""","""0.5,250,1600,2400""","""Lose fat/grams/day,Calories intaje/kcal/day""","""""","""2024-10-02 17:34:35""",5f9d4a9335e325252a9715a4,"""2024-10-02 17:48:57""","""maximize,minimize""",0,"""""","""7""","""2024-10-02 17:17:46""","""2""",1,3,"""2024-10-02 17:14:47"""
808,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5c70974403f85b0001af8d5d,"""""","""""",1,"""""","""""","""2024-10-02 17:03:31""","""1""",2,0,"""2024-10-02 17:12:15"""
809,"""1800,130,1600,120,1500,130,2000,90,1750,110,2500,80,1700,140,1600,150,1900,100,2000,70""","""1800,130,1600,120,1500,130,2000,90,1750,110,2500,80,1700,140,1600,150,1900,100,2000,70""","""0.8,18,0.9,18,1,15,0.6,17,0.8,19,0.5,22,0.9,16,1,15,0.7,18,0.6,21""","""Calorie intake/calories/day,protein intake /grams/day""","""1500,2500,50,150""","""0.5,1,15,25""","""Weight loss/kg/week,Body fat percentage reduction /% reduction over time""","""""","""2024-10-02 17:33:13""",65f33319737e19c6aad351b3,"""2024-10-02 17:39:27""","""maximize,minimize""",1,"""""","""2""","""2024-10-02 17:19:50""","""2""",1,3,"""2024-10-02 17:18:54"""
810,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5f8f6afd0b55a11df912a5c9,"""""","""""",0,"""""","""""","""2024-10-02 17:13:24""","""1""",2,3,"""2024-10-02 17:19:08"""
811,"""""","""""","""""","""""","""""","""""","""""","""""","""""",632b3639f61612815d100608,"""""","""""",1,"""""","""""","""2024-10-02 17:09:17""","""1""",1,3,"""2024-10-02 17:16:40"""
812,"""54,57,43,2,32,147,35,3,34,82,42,3,62,123,21,4,64,91,30,4,42,100,48,3,21,66,25,3,49,126,37,2,46,76,26,3,24,116,36,4,51,123,20,4,69,122,20,4,62,125,28,4,64,125,27,4,66,125,26,4,66,125,26,4,66,125,26,4,64,123,25,4,63,122,26,4""","""54,57,43,2,32,147,35,3,34,82,42,3,62,123,21,4,64,91,30,4,42,100,48,3,21,66,25,3,49,126,37,2,46,76,26,3,24,116,36,4,51,123,20,4,69,122,20,4,62,125,28,4,64,125,27,4,66,125,26,4,66,125,26,4,66,125,26,4,64,123,25,4""","""1.5,35,2,2,40,3,1.4,45,3,0.8,45,4,1.5,30,4,1.2,40,3,0.8,35,3,1.2,36,2,1,30,3,1.5,34,4,1,30,3,1.5,30,3.5,1.8,29,4,1.5,30,4,1,35,3,1.8,31,4,1.8,30,2,1,38,3""","""Fat Intake/grams,Protein Intake/grams,Fiber Intake/grams,Water Intake/litres""","""20,70,50,150,20,50,2,4""","""0.5,2,20,50,2,4""","""Weight Loss /lbs,Nutritional balance,Hydration /litres""","""""","""2024-10-02 18:14:31""",66c54c2e0d0077be10503ceb,"""2024-10-02 18:37:33""","""minimize,maximize,maximize""",0,"""""","""""","""2024-10-02 17:41:46""","""2""",2,3,"""2024-10-02 17:29:36"""
813,"""2749,1785,1556,2331,1475,1141,2283,2725,2239,1346,1050,2770,1986,3000,1848,2183,1747,2544,1779,1685,2743,1277,2040,1236,1726,2000,1755,3000,1641,2452,2908,1340,2941,1059,1606,1257,1190,1889,2006,1186,1634,2445,1347,1611,2956,2545,2424,2460,1638,2463,1093,1542,2717,1217,2268,2770""","""2749,1785,1556,2331,1475,1141,2283,2725,2239,1346,1050,2770,1986,3000,1848,2183,1747,2544,2040,1236,1726,2000,1755,3000,2006,1186,2424,2460""","""1,5,18,2,18,1,10,9,10,7,18,1,13,7,13,7,13,6,10,7,12,7,12,8,13,5,6,10""","""Calories/kcals,Micronutrient intake/mg""","""1000,3000,1000,3000""","""1,20,1,10""","""Weight loss/Pounds,Energy levels/Subjective""","""""","""2024-10-02 17:21:05""",6676fab6295042ff191ead64,"""2024-10-02 17:29:24""","""maximize,maximize""",0,"""""","""3""","""2024-10-02 17:14:38""","""2""",1,3,"""2024-10-02 17:12:50"""
814,"""75,120,50,30,40,60,95,180,25,59,90,190,55,110,60,55,10,130,30,60""","""75,120,50,30,40,60,95,180,25,59,90,190,55,110,60,55,10,130,30,60""","""250,420,150,80,70,100,280,400,75,80,290,400,155,260,130,140,100,200,120,140""","""macronutrients,metabolism""","""1,100,10,200""","""10,300,30,500""","""Staying healthy,Losing weight""","""""","""2024-10-02 17:29:53""",667d636dc87cc34e11ae6a34,"""2024-10-02 17:45:46""","""maximize,maximize""",1,"""""","""0""","""2024-10-02 17:07:20""","""1""",2,3,"""2024-10-02 17:17:27"""
